accuracy_mean,accuracy_lower_ci,accuracy_upper_ci,f1_score_mean,f1_score_lower_ci,f1_score_upper_ci,sensitivity_mean,sensitivity_lower_ci,sensitivity_upper_ci,specificity_mean,specificity_lower_ci,specificity_upper_ci,loss_mean,loss_lower_ci,loss_upper_ci
97.3924948024948,96.9433471933472,97.83783783783784,0.9730386426804207,0.9682114898918703,0.9777168362388488,0.9896521147847811,0.9853171768707484,0.9932277635489787,0.9569849050263081,0.9486948032126982,0.9648070254266676,0.07186460136246481,0.05979544227194475,0.08349644552160049
