accuracy_mean,accuracy_lower_ci,accuracy_upper_ci,f1_score_mean,f1_score_lower_ci,f1_score_upper_ci,sensitivity_mean,sensitivity_lower_ci,sensitivity_upper_ci,specificity_mean,specificity_lower_ci,specificity_upper_ci,loss_mean,loss_lower_ci,loss_upper_ci
97.24471933471933,96.77754677754677,97.6923076923077,0.9716415933271371,0.9671400896643436,0.9761041338658425,0.9870506114453024,0.9823424338413899,0.9915526950925181,0.9567180179520638,0.9481863009459315,0.9645636986096874,0.09069261591935958,0.07380199286555414,0.10800263353880483
